fra;jour;cage10;cl_age90;pop;P;T;Ti;Tp;Td
FR;04/11/2021;[20-30);29;7476787;1205;44356;16.12;2.72;593.25
FR;05/11/2021;[20-30);29;7476787;1275;60831;17.05;2.1;813.6
FR;06/11/2021;[20-30);29;7476787;995;51702;13.31;1.92;691.5
FR;07/11/2021;[20-30);29;7476787;288;10942;3.85;2.63;146.35
FR;08/11/2021;[20-30);29;7476787;1875;50207;25.08;3.73;671.51
FR;09/11/2021;[20-30);29;7476787;1480;45612;19.79;3.24;610.05
FR;10/11/2021;[20-30);29;7476787;1732;56627;23.17;3.06;757.37
FR;11/11/2021;[20-30);29;7476787;485;16474;6.49;2.94;220.34
FR;12/11/2021;[20-30);29;7476787;2239;68175;29.95;3.28;911.82
FR;13/11/2021;[20-30);29;7476787;1377;51471;18.42;2.68;688.41
FR;14/11/2021;[20-30);29;7476787;481;11402;6.43;4.22;152.5
FR;15/11/2021;[20-30);29;7476787;3059;55191;40.91;5.54;738.16
FR;16/11/2021;[20-30);29;7476787;2467;50486;33;4.89;675.24
FR;17/11/2021;[20-30);29;7476787;2605;52753;34.84;4.94;705.56
FR;18/11/2021;[20-30);29;7476787;2736;58574;36.59;4.67;783.41
FR;19/11/2021;[20-30);29;7476787;2843;73696;38.02;3.86;985.66
FR;20/11/2021;[20-30);29;7476787;2094;58417;28.01;3.58;781.31
FR;21/11/2021;[20-30);29;7476787;561;12109;7.5;4.63;161.95
FR;22/11/2021;[20-30);29;7476787;4234;70609;56.63;6;944.38
FR;23/11/2021;[20-30);29;7476787;3678;67223;49.19;5.47;899.09
FR;24/11/2021;[20-30);29;7476787;3973;71801;53.14;5.53;960.32
FR;25/11/2021;[20-30);29;7476787;4012;80208;53.66;5;1072.76
FR;26/11/2021;[20-30);29;7476787;4275;93212;57.18;4.59;1246.69
FR;27/11/2021;[20-30);29;7476787;3047;69369;40.75;4.39;927.79
FR;28/11/2021;[20-30);29;7476787;870;15912;11.64;5.47;212.82
FR;29/11/2021;[20-30);29;7476787;6357;95408;85.02;6.66;1276.06
FR;30/11/2021;[20-30);29;7476787;5297;93017;70.85;5.69;1244.08
FR;01/11/2021;[30-40);39;8295372;438;15396;5.28;2.84;185.6
FR;02/11/2021;[30-40);39;8295372;2079;60271;25.06;3.45;726.56
FR;03/11/2021;[30-40);39;8295372;1580;47651;19.05;3.32;574.43
FR;04/11/2021;[30-40);39;8295372;1642;50434;19.79;3.26;607.98
FR;05/11/2021;[30-40);39;8295372;1797;65246;21.66;2.75;786.53
FR;06/11/2021;[30-40);39;8295372;1354;52742;16.32;2.57;635.8
FR;07/11/2021;[30-40);39;8295372;400;11664;4.82;3.43;140.61
FR;08/11/2021;[30-40);39;8295372;2713;60754;32.7;4.47;732.38
FR;09/11/2021;[30-40);39;8295372;1981;51099;23.88;3.88;615.99
FR;10/11/2021;[30-40);39;8295372;2147;61032;25.88;3.52;735.74
FR;11/11/2021;[30-40);39;8295372;590;16663;7.11;3.54;200.87
FR;12/11/2021;[30-40);39;8295372;2968;76636;35.78;3.87;923.84
FR;13/11/2021;[30-40);39;8295372;1920;53852;23.15;3.57;649.18
FR;14/11/2021;[30-40);39;8295372;593;12036;7.15;4.93;145.09
FR;15/11/2021;[30-40);39;8295372;4279;66951;51.58;6.39;807.09
FR;16/11/2021;[30-40);39;8295372;3222;59676;38.84;5.4;719.39
FR;17/11/2021;[30-40);39;8295372;3562;61418;42.94;5.8;740.39
FR;18/11/2021;[30-40);39;8295372;3608;67674;43.49;5.33;815.8
FR;19/11/2021;[30-40);39;8295372;3938;85194;47.47;4.62;1027.01
FR;20/11/2021;[30-40);39;8295372;2992;65760;36.07;4.55;792.73
FR;21/11/2021;[30-40);39;8295372;825;13691;9.95;6.03;165.04
FR;22/11/2021;[30-40);39;8295372;6280;88018;75.7;7.13;1061.05
FR;23/11/2021;[30-40);39;8295372;5121;81951;61.73;6.25;987.91
FR;24/11/2021;[30-40);39;8295372;5627;87736;67.83;6.41;1057.65
FR;25/11/2021;[30-40);39;8295372;5925;96796;71.43;6.12;1166.87
FR;26/11/2021;[30-40);39;8295372;6187;113167;74.58;5.47;1364.22
FR;27/11/2021;[30-40);39;8295372;4720;84182;56.9;5.61;1014.81
FR;28/11/2021;[30-40);39;8295372;1301;18874;15.68;6.89;227.52
FR;29/11/2021;[30-40);39;8295372;10166;118994;122.55;8.54;1434.46
FR;30/11/2021;[30-40);39;8295372;8301;112566;100.07;7.37;1356.97
FR;01/11/2021;[40-50);49;8592886;366;11908;4.26;3.07;138.58
FR;02/11/2021;[40-50);49;8592886;1860;50732;21.65;3.67;590.4
FR;03/11/2021;[40-50);49;8592886;1478;38869;17.2;3.8;452.34
FR;04/11/2021;[40-50);49;8592886;1356;39396;15.78;3.44;458.47
FR;05/11/2021;[40-50);49;8592886;1434;50620;16.69;2.83;589.09
FR;06/11/2021;[40-50);49;8592886;1213;40742;14.12;2.98;474.14
FR;07/11/2021;[40-50);49;8592886;333;8623;3.88;3.86;100.35
FR;08/11/2021;[40-50);49;8592886;2271;50333;26.43;4.51;585.75
FR;09/11/2021;[40-50);49;8592886;1641;39969;19.1;4.11;465.14
FR;10/11/2021;[40-50);49;8592886;1754;47744;20.41;3.67;555.62
FR;11/11/2021;[40-50);49;8592886;448;11732;5.21;3.82;136.53
FR;12/11/2021;[40-50);49;8592886;2540;62608;29.56;4.06;728.6
FR;13/11/2021;[40-50);49;8592886;1633;43542;19;3.75;506.72
FR;14/11/2021;[40-50);49;8592886;443;8963;5.16;4.94;104.31
FR;15/11/2021;[40-50);49;8592886;3556;57318;41.38;6.2;667.04
FR;16/11/2021;[40-50);49;8592886;2764;49868;32.17;5.54;580.34
FR;17/11/2021;[40-50);49;8592886;3052;52210;35.52;5.85;607.6
FR;18/11/2021;[40-50);49;8592886;3231;55040;37.6;5.87;640.53
FR;19/11/2021;[40-50);49;8592886;3361;70504;39.11;4.77;820.49
FR;20/11/2021;[40-50);49;8592886;2741;55172;31.9;4.97;642.07
FR;21/11/2021;[40-50);49;8592886;713;10885;8.3;6.55;126.67
FR;22/11/2021;[40-50);49;8592886;5828;77326;67.82;7.54;899.88
FR;23/11/2021;[40-50);49;8592886;4646;71951;54.07;6.46;837.33
FR;24/11/2021;[40-50);49;8592886;5292;77003;61.59;6.87;896.12
FR;25/11/2021;[40-50);49;8592886;5364;82936;62.42;6.47;965.17
FR;26/11/2021;[40-50);49;8592886;5704;96800;66.38;5.89;1126.51
FR;27/11/2021;[40-50);49;8592886;4374;73139;50.9;5.98;851.16
FR;28/11/2021;[40-50);49;8592886;1155;14964;13.44;7.72;174.14
FR;29/11/2021;[40-50);49;8592886;9261;104431;107.78;8.87;1215.32
FR;30/11/2021;[40-50);49;8592886;7233;96208;84.17;7.52;1119.62
FR;01/11/2021;[50-60);59;8792675;276;9635;3.14;2.86;109.58
FR;02/11/2021;[50-60);59;8792675;1525;46474;17.34;3.28;528.55
FR;03/11/2021;[50-60);59;8792675;1045;34623;11.88;3.02;393.77
FR;04/11/2021;[50-60);59;8792675;1041;33496;11.84;3.11;380.95
FR;05/11/2021;[50-60);59;8792675;1233;45857;14.02;2.69;521.54
FR;06/11/2021;[50-60);59;8792675;903;36833;10.27;2.45;418.91
FR;07/11/2021;[50-60);59;8792675;215;7249;2.45;2.97;82.44
FR;08/11/2021;[50-60);59;8792675;1818;48642;20.68;3.74;553.21
FR;09/11/2021;[50-60);59;8792675;1376;36864;15.65;3.73;419.26
FR;10/11/2021;[50-60);59;8792675;1440;44210;16.38;3.26;502.8
FR;11/11/2021;[50-60);59;8792675;325;9701;3.7;3.35;110.33
FR;12/11/2021;[50-60);59;8792675;2115;55878;24.05;3.79;635.51
FR;13/11/2021;[50-60);59;8792675;1333;39167;15.16;3.4;445.45
FR;14/11/2021;[50-60);59;8792675;357;7809;4.06;4.57;88.81
FR;15/11/2021;[50-60);59;8792675;2987;54111;33.97;5.52;615.41
FR;16/11/2021;[50-60);59;8792675;2358;45787;26.82;5.15;520.74
FR;17/11/2021;[50-60);59;8792675;2485;46120;28.26;5.39;524.53
FR;18/11/2021;[50-60);59;8792675;2548;47277;28.98;5.39;537.69
FR;19/11/2021;[50-60);59;8792675;2753;60531;31.31;4.55;688.43
FR;20/11/2021;[50-60);59;8792675;2111;46567;24.01;4.53;529.61
FR;21/11/2021;[50-60);59;8792675;481;8515;5.47;5.65;96.84
FR;22/11/2021;[50-60);59;8792675;4656;68099;52.95;6.84;774.5
FR;23/11/2021;[50-60);59;8792675;3707;61678;42.16;6.01;701.47
FR;24/11/2021;[50-60);59;8792675;3931;63651;44.71;6.18;723.91
FR;25/11/2021;[50-60);59;8792675;4026;66793;45.79;6.03;759.64
FR;26/11/2021;[50-60);59;8792675;4278;78509;48.65;5.45;892.89
FR;27/11/2021;[50-60);59;8792675;3234;57284;36.78;5.65;651.5
FR;28/11/2021;[50-60);59;8792675;692;11280;7.87;6.13;128.29
FR;29/11/2021;[50-60);59;8792675;7040;85994;80.07;8.19;978.02
FR;30/11/2021;[50-60);59;8792675;5461;77988;62.11;7;886.97
FR;01/11/2021;[60-70);69;8004083;178;7769;2.22;2.29;97.06
FR;02/11/2021;[60-70);69;8004083;1329;41211;16.6;3.22;514.87
FR;03/11/2021;[60-70);69;8004083;1003;28613;12.53;3.51;357.48
FR;04/11/2021;[60-70);69;8004083;1012;26026;12.64;3.89;325.16
FR;05/11/2021;[60-70);69;8004083;1114;35725;13.92;3.12;446.33
FR;06/11/2021;[60-70);69;8004083;755;29416;9.43;2.57;367.51
FR;07/11/2021;[60-70);69;8004083;127;5821;1.59;2.18;72.73
FR;08/11/2021;[60-70);69;8004083;1560;42519;19.49;3.67;531.22
FR;09/11/2021;[60-70);69;8004083;1224;29225;15.29;4.19;365.13
FR;10/11/2021;[60-70);69;8004083;1268;34046;15.84;3.72;425.36
FR;11/11/2021;[60-70);69;8004083;205;6930;2.56;2.96;86.58
FR;12/11/2021;[60-70);69;8004083;1907;44420;23.83;4.29;554.97
FR;13/11/2021;[60-70);69;8004083;1048;31170;13.09;3.36;389.43
FR;14/11/2021;[60-70);69;8004083;242;6155;3.02;3.93;76.9
FR;15/11/2021;[60-70);69;8004083;2311;47587;28.87;4.86;594.53
FR;16/11/2021;[60-70);69;8004083;1830;38601;22.86;4.74;482.27
FR;17/11/2021;[60-70);69;8004083;1940;36141;24.24;5.37;451.53
FR;18/11/2021;[60-70);69;8004083;2134;35297;26.66;6.05;440.99
FR;19/11/2021;[60-70);69;8004083;2289;46057;28.6;4.97;575.42
FR;20/11/2021;[60-70);69;8004083;1654;36124;20.66;4.58;451.32
FR;21/11/2021;[60-70);69;8004083;303;6440;3.79;4.7;80.46
FR;22/11/2021;[60-70);69;8004083;3438;54585;42.95;6.3;681.96
FR;23/11/2021;[60-70);69;8004083;2913;47843;36.39;6.09;597.73
FR;24/11/2021;[60-70);69;8004083;2964;47200;37.03;6.28;589.7
FR;25/11/2021;[60-70);69;8004083;3319;47815;41.47;6.94;597.38
FR;26/11/2021;[60-70);69;8004083;3668;57038;45.83;6.43;712.61
FR;27/11/2021;[60-70);69;8004083;2401;42677;30;5.63;533.19
FR;28/11/2021;[60-70);69;8004083;443;8040;5.53;5.51;100.45
FR;29/11/2021;[60-70);69;8004083;5118;66181;63.94;7.73;826.84
FR;30/11/2021;[60-70);69;8004083;4076;58474;50.92;6.97;730.55
FR;01/11/2021;[70-80);79;5695639;104;6076;1.83;1.71;106.68
FR;02/11/2021;[70-80);79;5695639;954;31221;16.75;3.06;548.16
FR;03/11/2021;[70-80);79;5695639;720;19999;12.64;3.6;351.13
FR;04/11/2021;[70-80);79;5695639;703;16225;12.34;4.33;284.87
FR;05/11/2021;[70-80);79;5695639;748;22948;13.13;3.26;402.9
FR;06/11/2021;[70-80);79;5695639;537;20071;9.43;2.68;352.39
FR;07/11/2021;[70-80);79;5695639;115;4905;2.02;2.34;86.12
FR;08/11/2021;[70-80);79;5695639;986;30343;17.31;3.25;532.74
FR;09/11/2021;[70-80);79;5695639;780;19133;13.69;4.08;335.92
FR;10/11/2021;[70-80);79;5695639;841;21326;14.77;3.94;374.43
FR;11/11/2021;[70-80);79;5695639;134;4927;2.35;2.72;86.5
FR;12/11/2021;[70-80);79;5695639;1278;28986;22.44;4.41;508.92
FR;13/11/2021;[70-80);79;5695639;718;21703;12.61;3.31;381.05
FR;14/11/2021;[70-80);79;5695639;113;4658;1.98;2.43;81.78
FR;15/11/2021;[70-80);79;5695639;1467;35341;25.76;4.15;620.49
FR;16/11/2021;[70-80);79;5695639;1247;27492;21.89;4.54;482.69
FR;17/11/2021;[70-80);79;5695639;1174;24781;20.61;4.74;435.09
FR;18/11/2021;[70-80);79;5695639;1235;21869;21.68;5.65;383.96
FR;19/11/2021;[70-80);79;5695639;1464;29018;25.7;5.05;509.48
FR;20/11/2021;[70-80);79;5695639;909;24130;15.96;3.77;423.66
FR;21/11/2021;[70-80);79;5695639;151;4791;2.65;3.15;84.12
FR;22/11/2021;[70-80);79;5695639;1942;38854;34.1;5;682.17
FR;23/11/2021;[70-80);79;5695639;1701;33144;29.86;5.13;581.92
FR;24/11/2021;[70-80);79;5695639;1669;30717;29.3;5.43;539.31
FR;25/11/2021;[70-80);79;5695639;1808;27917;31.74;6.48;490.15
FR;26/11/2021;[70-80);79;5695639;1926;35170;33.82;5.48;617.49
FR;27/11/2021;[70-80);79;5695639;1244;27123;21.84;4.59;476.21
FR;28/11/2021;[70-80);79;5695639;225;5638;3.95;3.99;98.99
FR;29/11/2021;[70-80);79;5695639;2631;44786;46.19;5.87;786.32
FR;30/11/2021;[70-80);79;5695639;2162;37723;37.96;5.73;662.31
FR;01/11/2021;[80-90);89;3245280.5;72;4117;2.22;1.75;126.86
FR;02/11/2021;[80-90);89;3245280.5;361;15380;11.12;2.35;473.92
FR;03/11/2021;[80-90);89;3245280.5;265;10448;8.17;2.54;321.94
FR;04/11/2021;[80-90);89;3245280.5;286;8515;8.81;3.36;262.38
FR;05/11/2021;[80-90);89;3245280.5;295;10690;9.09;2.76;329.4
FR;06/11/2021;[80-90);89;3245280.5;209;8817;6.44;2.37;271.69
FR;07/11/2021;[80-90);89;3245280.5;54;3449;1.66;1.57;106.28
FR;08/11/2021;[80-90);89;3245280.5;384;14691;11.83;2.61;452.69
FR;09/11/2021;[80-90);89;3245280.5;307;10746;9.46;2.86;331.13
FR;10/11/2021;[80-90);89;3245280.5;305;10609;9.4;2.87;326.91
FR;11/11/2021;[80-90);89;3245280.5;75;3366;2.31;2.23;103.72
FR;12/11/2021;[80-90);89;3245280.5;459;12605;14.14;3.64;388.41
FR;13/11/2021;[80-90);89;3245280.5;246;9561;7.58;2.57;294.61
FR;14/11/2021;[80-90);89;3245280.5;82;3481;2.53;2.36;107.26
FR;15/11/2021;[80-90);89;3245280.5;543;17013;16.73;3.19;524.24
FR;16/11/2021;[80-90);89;3245280.5;463;13961;14.27;3.32;430.19
FR;17/11/2021;[80-90);89;3245280.5;423;12568;13.03;3.37;387.27
FR;18/11/2021;[80-90);89;3245280.5;453;10960;13.96;4.13;337.72
FR;19/11/2021;[80-90);89;3245280.5;524;13158;16.15;3.98;405.45
FR;20/11/2021;[80-90);89;3245280.5;277;10221;8.54;2.71;314.95
FR;21/11/2021;[80-90);89;3245280.5;107;3660;3.3;2.92;112.78
FR;22/11/2021;[80-90);89;3245280.5;708;18797;21.82;3.77;579.21
FR;23/11/2021;[80-90);89;3245280.5;643;16599;19.81;3.87;511.48
FR;24/11/2021;[80-90);89;3245280.5;611;14666;18.83;4.17;451.92
FR;25/11/2021;[80-90);89;3245280.5;653;14056;20.12;4.65;433.12
FR;26/11/2021;[80-90);89;3245280.5;636;15446;19.6;4.12;475.95
FR;27/11/2021;[80-90);89;3245280.5;437;11487;13.47;3.8;353.96
FR;28/11/2021;[80-90);89;3245280.5;168;4084;5.18;4.11;125.84
FR;29/11/2021;[80-90);89;3245280.5;919;22127;28.32;4.15;681.82
FR;30/11/2021;[80-90);89;3245280.5;820;19432;25.27;4.22;598.78
FR;01/11/2021;[90-Inf);90;912580.62;30;1718;3.29;1.75;188.26
FR;02/11/2021;[90-Inf);90;912580.62;97;5455;10.63;1.78;597.76
FR;03/11/2021;[90-Inf);90;912580.62;71;3998;7.78;1.78;438.1
FR;04/11/2021;[90-Inf);90;912580.62;56;3539;6.14;1.58;387.8
FR;05/11/2021;[90-Inf);90;912580.62;99;3642;10.85;2.72;399.09
FR;06/11/2021;[90-Inf);90;912580.62;54;2576;5.92;2.1;282.28
FR;07/11/2021;[90-Inf);90;912580.62;21;1505;2.3;1.4;164.92
FR;08/11/2021;[90-Inf);90;912580.62;118;5160;12.93;2.29;565.43
FR;09/11/2021;[90-Inf);90;912580.62;117;4541;12.82;2.58;497.6
FR;10/11/2021;[90-Inf);90;912580.62;91;4109;9.97;2.21;450.26
FR;11/11/2021;[90-Inf);90;912580.62;33;1626;3.62;2.03;178.18
FR;12/11/2021;[90-Inf);90;912580.62;159;4455;17.42;3.57;488.18
FR;13/11/2021;[90-Inf);90;912580.62;78;2842;8.55;2.74;311.42
FR;14/11/2021;[90-Inf);90;912580.62;31;1604;3.4;1.93;175.77
FR;15/11/2021;[90-Inf);90;912580.62;222;6059;24.33;3.66;663.94
FR;16/11/2021;[90-Inf);90;912580.62;183;5597;20.05;3.27;613.32
FR;17/11/2021;[90-Inf);90;912580.62;131;4996;14.35;2.62;547.46
FR;18/11/2021;[90-Inf);90;912580.62;142;4676;15.56;3.04;512.39
FR;19/11/2021;[90-Inf);90;912580.62;162;4745;17.75;3.41;519.95
FR;20/11/2021;[90-Inf);90;912580.62;115;2933;12.6;3.92;321.4
FR;21/11/2021;[90-Inf);90;912580.62;45;1632;4.93;2.76;178.83
FR;22/11/2021;[90-Inf);90;912580.62;221;6842;24.22;3.23;749.74
FR;23/11/2021;[90-Inf);90;912580.62;241;6750;26.41;3.57;739.66
FR;24/11/2021;[90-Inf);90;912580.62;208;5977;22.79;3.48;654.96
FR;25/11/2021;[90-Inf);90;912580.62;219;6640;24;3.3;727.61
FR;26/11/2021;[90-Inf);90;912580.62;207;5936;22.68;3.49;650.46
FR;27/11/2021;[90-Inf);90;912580.62;133;3523;14.57;3.78;386.05
FR;28/11/2021;[90-Inf);90;912580.62;80;1974;8.77;4.05;216.31
FR;29/11/2021;[90-Inf);90;912580.62;370;9038;40.54;4.09;990.38
FR;30/11/2021;[90-Inf);90;912580.62;314;8267;34.41;3.8;905.89
FR;01/12/2021;[00-10);9;7763205.5;7127;152028;91.8;4.69;1958.31
FR;02/12/2021;[00-10);9;7763205.5;7763;186728;100;4.16;2405.3
FR;03/12/2021;[00-10);9;7763205.5;7858;177214;101.22;4.43;2282.74
FR;04/12/2021;[00-10);9;7763205.5;4950;96832;63.76;5.11;1247.32
FR;05/12/2021;[00-10);9;7763205.5;1233;26058;15.88;4.73;335.66
FR;06/12/2021;[00-10);9;7763205.5;10531;208314;135.65;5.06;2683.35
FR;07/12/2021;[00-10);9;7763205.5;8464;182608;109.03;4.64;2352.22
FR;08/12/2021;[00-10);9;7763205.5;7865;153724;101.31;5.12;1980.16
FR;09/12/2021;[00-10);9;7763205.5;8233;193145;106.05;4.26;2487.95
FR;10/12/2021;[00-10);9;7763205.5;7983;175543;102.83;4.55;2261.22
FR;11/12/2021;[00-10);9;7763205.5;5081;102586;65.45;4.95;1321.44
FR;12/12/2021;[00-10);9;7763205.5;1336;28884;17.21;4.63;372.06
FR;13/12/2021;[00-10);9;7763205.5;10769;216903;138.72;4.96;2793.99
FR;14/12/2021;[00-10);9;7763205.5;8055;173334;103.76;4.65;2232.76
FR;15/12/2021;[00-10);9;7763205.5;7433;143866;95.75;5.17;1853.18
FR;16/12/2021;[00-10);9;7763205.5;7140;156861;91.97;4.55;2020.57
FR;17/12/2021;[00-10);9;7763205.5;6471;120804;83.35;5.36;1556.11
FR;18/12/2021;[00-10);9;7763205.5;4263;67234;54.91;6.34;866.06
FR;19/12/2021;[00-10);9;7763205.5;1047;14670;13.49;7.14;188.97
FR;20/12/2021;[00-10);9;7763205.5;7789;83200;100.33;9.36;1071.72
FR;21/12/2021;[00-10);9;7763205.5;6344;74539;81.72;8.51;960.16
FR;22/12/2021;[00-10);9;7763205.5;6728;84299;86.67;7.98;1085.88
FR;23/12/2021;[00-10);9;7763205.5;7778;105974;100.19;7.34;1365.08
FR;24/12/2021;[00-10);9;7763205.5;6643;74887;85.57;8.87;964.64
FR;25/12/2021;[00-10);9;7763205.5;988;8616;12.73;11.47;110.99
FR;26/12/2021;[00-10);9;7763205.5;1839;12751;23.69;14.42;164.25
FR;27/12/2021;[00-10);9;7763205.5;14386;74083;185.31;19.42;954.28
FR;28/12/2021;[00-10);9;7763205.5;12694;67368;163.51;18.84;867.79
FR;29/12/2021;[00-10);9;7763205.5;14122;73519;181.91;19.21;947.02
FR;30/12/2021;[00-10);9;7763205.5;15424;87279;198.68;17.67;1124.27
FR;31/12/2021;[00-10);9;7763205.5;14492;86479;186.68;16.76;1113.96
FR;01/12/2021;[10-20);19;8336486;7319;139065;87.79;5.26;1668.15
FR;02/12/2021;[10-20);19;8336486;7339;135190;88.03;5.43;1621.67
FR;03/12/2021;[10-20);19;8336486;7604;157091;91.21;4.84;1884.38
FR;04/12/2021;[10-20);19;8336486;5542;137285;66.48;4.04;1646.8
FR;05/12/2021;[10-20);19;8336486;1320;23387;15.83;5.64;280.54
FR;06/12/2021;[10-20);19;8336486;11423;163557;137.02;6.98;1961.94
FR;07/12/2021;[10-20);19;8336486;8975;150228;107.66;5.97;1802.05
FR;08/12/2021;[10-20);19;8336486;8944;158018;107.29;5.66;1895.5
FR;09/12/2021;[10-20);19;8336486;8184;150852;98.17;5.43;1809.54
FR;10/12/2021;[10-20);19;8336486;8070;163418;96.8;4.94;1960.27
FR;11/12/2021;[10-20);19;8336486;6135;144672;73.59;4.24;1735.41
FR;12/12/2021;[10-20);19;8336486;1441;28366;17.29;5.08;340.26
FR;13/12/2021;[10-20);19;8336486;12344;177073;148.07;6.97;2124.07
FR;14/12/2021;[10-20);19;8336486;9331;155944;111.93;5.98;1870.62
FR;15/12/2021;[10-20);19;8336486;9112;165627;109.3;5.5;1986.77
FR;16/12/2021;[10-20);19;8336486;8354;150085;100.21;5.57;1800.34
FR;17/12/2021;[10-20);19;8336486;8645;170349;103.7;5.07;2043.42
FR;18/12/2021;[10-20);19;8336486;6464;153284;77.54;4.22;1838.71
FR;19/12/2021;[10-20);19;8336486;1714;33340;20.56;5.14;399.93
FR;20/12/2021;[10-20);19;8336486;11787;141552;141.39;8.33;1697.98
FR;21/12/2021;[10-20);19;8336486;11016;134944;132.14;8.16;1618.72
FR;22/12/2021;[10-20);19;8336486;12504;152803;149.99;8.18;1832.94
FR;23/12/2021;[10-20);19;8336486;14266;184936;171.13;7.71;2218.39
FR;24/12/2021;[10-20);19;8336486;13735;160224;164.76;8.57;1921.96
FR;25/12/2021;[10-20);19;8336486;2554;23840;30.64;10.71;285.97
FR;26/12/2021;[10-20);19;8336486;4358;34679;52.28;12.57;415.99
FR;27/12/2021;[10-20);19;8336486;31385;167418;376.48;18.75;2008.26
FR;28/12/2021;[10-20);19;8336486;28390;154752;340.55;18.35;1856.32
FR;29/12/2021;[10-20);19;8336486;30153;167100;361.7;18.04;2004.44
FR;30/12/2021;[10-20);19;8336486;33127;209788;397.37;15.79;2516.5
FR;31/12/2021;[10-20);19;8336486;31349;229648;376.05;13.65;2754.73
FR;01/12/2021;[20-30);29;7476787;5444;95387;72.81;5.71;1275.78
FR;02/12/2021;[20-30);29;7476787;5963;102772;79.75;5.8;1374.55
FR;03/12/2021;[20-30);29;7476787;5880;114384;78.64;5.14;1529.85
FR;04/12/2021;[20-30);29;7476787;4110;93224;54.97;4.41;1246.85
FR;05/12/2021;[20-30);29;7476787;1233;22941;16.49;5.37;306.83
FR;06/12/2021;[20-30);29;7476787;8145;118168;108.94;6.89;1580.46
FR;07/12/2021;[20-30);29;7476787;6912;110714;92.45;6.24;1480.77
FR;08/12/2021;[20-30);29;7476787;6933;110881;92.73;6.25;1483
FR;09/12/2021;[20-30);29;7476787;6872;119671;91.91;5.74;1600.57
FR;10/12/2021;[20-30);29;7476787;6429;125283;85.99;5.13;1675.63
FR;11/12/2021;[20-30);29;7476787;4613;98901;61.7;4.66;1322.77
FR;12/12/2021;[20-30);29;7476787;1564;27210;20.92;5.75;363.93
FR;13/12/2021;[20-30);29;7476787;10146;131139;135.7;7.74;1753.95
FR;14/12/2021;[20-30);29;7476787;9126;122428;122.06;7.45;1637.44
FR;15/12/2021;[20-30);29;7476787;9736;133650;130.22;7.28;1787.53
FR;16/12/2021;[20-30);29;7476787;9657;150058;129.16;6.44;2006.99
FR;17/12/2021;[20-30);29;7476787;9961;173861;133.23;5.73;2325.34
FR;18/12/2021;[20-30);29;7476787;7571;141332;101.26;5.36;1890.28
FR;19/12/2021;[20-30);29;7476787;3166;43895;42.34;7.21;587.08
FR;20/12/2021;[20-30);29;7476787;18008;182017;240.85;9.89;2434.43
FR;21/12/2021;[20-30);29;7476787;20188;189381;270.01;10.66;2532.92
FR;22/12/2021;[20-30);29;7476787;23720;227617;317.25;10.42;3044.32
FR;23/12/2021;[20-30);29;7476787;24873;286650;332.67;8.68;3833.87
FR;24/12/2021;[20-30);29;7476787;22663;249322;303.11;9.09;3334.61
FR;25/12/2021;[20-30);29;7476787;5057;38056;67.64;13.29;508.99
FR;26/12/2021;[20-30);29;7476787;8660;55833;115.83;15.51;746.75
FR;27/12/2021;[20-30);29;7476787;50126;244395;670.42;20.51;3268.72
FR;28/12/2021;[20-30);29;7476787;45025;234812;602.2;19.17;3140.55
FR;29/12/2021;[20-30);29;7476787;46474;255873;621.58;18.16;3422.23
FR;30/12/2021;[20-30);29;7476787;46962;313803;628.1;14.97;4197.03
FR;31/12/2021;[20-30);29;7476787;40720;325479;544.62;12.51;4353.19
FR;01/12/2021;[30-40);39;8295372;8268;113410;99.67;7.29;1367.15
FR;02/12/2021;[30-40);39;8295372;8827;121807;106.41;7.25;1468.37
FR;03/12/2021;[30-40);39;8295372;8871;137662;106.94;6.44;1659.5
FR;04/12/2021;[30-40);39;8295372;6340;112750;76.43;5.62;1359.19
FR;05/12/2021;[30-40);39;8295372;1725;25909;20.79;6.66;312.33
FR;06/12/2021;[30-40);39;8295372;12980;143144;156.47;9.07;1725.59
FR;07/12/2021;[30-40);39;8295372;10045;129205;121.09;7.77;1557.56
FR;08/12/2021;[30-40);39;8295372;9809;128548;118.25;7.63;1549.64
FR;09/12/2021;[30-40);39;8295372;9876;134310;119.05;7.35;1619.1
FR;10/12/2021;[30-40);39;8295372;9486;148835;114.35;6.37;1794.19
FR;11/12/2021;[30-40);39;8295372;6742;118979;81.27;5.67;1434.28
FR;12/12/2021;[30-40);39;8295372;1955;29842;23.57;6.55;359.74
FR;13/12/2021;[30-40);39;8295372;14609;152340;176.11;9.59;1836.45
FR;14/12/2021;[30-40);39;8295372;11156;134415;134.48;8.3;1620.36
FR;15/12/2021;[30-40);39;8295372;11058;139611;133.3;7.92;1683
FR;16/12/2021;[30-40);39;8295372;11017;151995;132.81;7.25;1832.29
FR;17/12/2021;[30-40);39;8295372;11138;174110;134.27;6.4;2098.88
FR;18/12/2021;[30-40);39;8295372;8250;139919;99.45;5.9;1686.71
FR;19/12/2021;[30-40);39;8295372;2915;38473;35.14;7.58;463.79
FR;20/12/2021;[30-40);39;8295372;18222;175228;219.66;10.4;2112.36
FR;21/12/2021;[30-40);39;8295372;16976;173915;204.64;9.76;2096.53
FR;22/12/2021;[30-40);39;8295372;19152;210247;230.88;9.11;2534.51
FR;23/12/2021;[30-40);39;8295372;20765;275078;250.32;7.55;3316.04
